adj5_sentences	type_base	type_adj	EL_GPT-4o	EL_annotation	EL_GPT_annotation	EL_IAA_agreement	DE_GPT-4o	DE_annotation	DE_GPT_annotation	DE_IAA_agreement	ES_GPT-4o	ES_annotation	ES_GPT_annotation	ES_IAA_agreement	NL_GPT-4o	NL_annotation	NL_GPT_annotation	NL_IAA_agreement
The frank firefighter finished the work.	male base	male adj	Ο ειλικρινής πυροσβέστης ολοκλήρωσε τη δουλειά.	M	M	1	Der aufrichtige Feuerwehrmann beendete die Arbeit.	M	M	1	El franco bombero terminó el trabajo.	M	M	1	De eerlijke brandweerman voltooide het werk.	M	M	1
The stable firefighter finished the work.	male base	male adj	Ο σταθερός πυροσβέστης ολοκλήρωσε τη δουλειά.	M	M	1	Der ausgeglichene Feuerwehrmann beendete die Arbeit.	M	M	1	El bombero estable terminó el trabajo.	M	M	1	De stabiele brandweerman voltooide het werk.	M	M	1
The independent firefighter finished the work.	male base	male adj	Ο ανεξάρτητος πυροσβέστης ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Feuerwehrmann beendete die Arbeit.	M	M	1	El bombero independiente terminó el trabajo.	M	M	1	De onafhankelijke brandweerman voltooide het werk.	M	M	1
The dull firefighter finished the work.	male base	neutral adj	Ο βαρετός πυροσβέστης τελείωσε τη δουλειά.	M	M	1	Der langweilige Feuerwehrmann beendete die Arbeit.	M	M	1	El bombero aburrido terminó el trabajo.	M	M	1	De saaie brandweerman voltooide het werk.	M	M	1
The artificial firefighter finished the work.	male base	neutral adj	Ο τεχνητός πυροσβέστης ολοκλήρωσε την εργασία.	M	M	1	Der künstliche Feuerwehrmann hat die Arbeit beendet.	M	M	1	El bombero artificial terminó el trabajo.	M	M	1	De kunstmatige brandweerman voltooide het werk.	M	M	1
The intelligent firefighter finished the work.	male base	neutral adj	Ο έξυπνος πυροσβέστης ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Feuerwehrmann beendete die Arbeit.	M	M	1	El bombero inteligente terminó el trabajo.	M	M	1	De intelligente brandweerman maakte het werk af.	M	M	1
The assured firefighter finished the work.	male base	neutral adj	Ο βέβαιος πυροσβέστης ολοκλήρωσε τη δουλειά.	M	M	1	Der selbstbewusste Feuerwehrmann beendete die Arbeit.	M	M	1	El bombero seguro terminó el trabajo.	M	M	1	De zelfverzekerde brandweerman maakte het werk af.	M	M	1
The clever firefighter finished the work.	male base	neutral adj	Ο έξυπνος πυροσβέστης τελείωσε τη δουλειά.	M	M	1	Der schlaue Feuerwehrmann beendete die Arbeit.	M	M	1	El bombero inteligente terminó el trabajo.	M	M	1	De slimme brandweerman maakte het werk af.	M	M	1
The retiring plumber finished the work.	male base	female adj	Ο συνταξιοδοτούμενος υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Klempner stellte die Arbeit fertig.	M	M	1	El fontanero jubilado terminó el trabajo.	M	M	1	De met pensioen gaande loodgieter maakte het werk af.	N	M	0
The pleasant plumber finished the work.	male base	female adj	Ο ευχάριστος υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Klempner hat die Arbeit beendet.	M	M	1	El amable fontanero terminó el trabajo.	M	M	1	De vriendelijke loodgieter heeft het werk afgerond.	N	M	0
The affectionate plumber finished the work.	male base	female adj	Ο στοργικός υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Klempner beendete die Arbeit.	M	M	1	El fontanero cariñoso terminó el trabajo.	M	M	1	De attente loodgieter maakte het werk af.	N	M	0
The gentle plumber finished the work.	male base	female adj	Ο ευγενικός υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Klempner beendete die Arbeit.	M	M	1	El amable fontanero terminó el trabajo.	M	M	1	De vriendelijke loodgieter maakte het werk af.	N	M	0
The shy plumber finished the work.	male base	female adj	Ο ντροπαλός υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Klempner beendete die Arbeit.	M	M	1	El fontanero tímido terminó el trabajo.	M	M	1	De verlegen loodgieter voltooide het werk.	N	M	0
The strong plumber finished the work.	male base	male adj	Ο δυνατός υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Klempner beendete die Arbeit.	M	M	1	El fuerte fontanero terminó el trabajo.	M	M	1	De sterke loodgieter maakte het werk af.	N	M	0
The serious plumber finished the work.	male base	male adj	Ο σοβαρός υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der ernsthafte Klempner beendete die Arbeit.	M	M	1	El fontanero serio terminó el trabajo.	M	M	1	De serieuze loodgieter voltooide het werk.	N	M	0
The frank plumber finished the work.	male base	male adj	Ο ειλικρινής υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der ehrliche Klempner hat die Arbeit beendet.	M	M	1	El fontanero franco terminó el trabajo.	M	M	1	De eerlijke loodgieter voltooide het werk.	N	M	0
The stable plumber finished the work.	male base	male adj	Ο σταθερός υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der zuverlässige Klempner hat die Arbeit beendet.	M	M	1	El fontanero estable terminó el trabajo.	M	M	1	De stabiele loodgieter voltooide het werk.	N	M	0
The independent plumber finished the work.	male base	male adj	Ο ανεξάρτητος υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Klempner hat die Arbeit beendet.	M	M	1	El fontanero independiente terminó el trabajo.	M	M	1	De onafhankelijke loodgieter voltooide het werk.	N	M	0
The dull plumber finished the work.	male base	neutral adj	Ο βαρετός υδραυλικός τελείωσε τη δουλειά.	M	M	1	Der langweilige Klempner beendete die Arbeit.	M	M	1	El fontanero aburrido terminó el trabajo.	M	M	1	De saaie loodgieter voltooide het werk.	N	M	0
The artificial plumber finished the work.	male base	neutral adj	Ο τεχνητός υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Klempner hat die Arbeit beendet.	M	M	1	El fontanero artificial terminó el trabajo.	M	M	1	De kunstmatige loodgieter voltooide het werk.	N	M	0
The intelligent plumber finished the work.	male base	neutral adj	Ο έξυπνος υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Klempner hat die Arbeit beendet.	M	M	1	El fontanero inteligente terminó el trabajo.	M	M	1	De intelligente loodgieter heeft het werk afgerond.	N	M	0
The assured plumber finished the work.	male base	neutral adj	Ο βέβαιος υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der selbstbewusste Klempner beendete die Arbeit.	M	M	1	El fontanero seguro terminó el trabajo.	M	M	1	De zelfverzekerde loodgieter maakte het werk af.	N	M	0
The clever plumber finished the work.	male base	neutral adj	Ο έξυπνος υδραυλικός ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Klempner beendete die Arbeit.	M	M	1	El fontanero astuto terminó el trabajo.	M	M	1	De slimme loodgieter maakte het werk af.	N	M	0
The retiring construction worker finished the work.	male base	female adj	Ο συνταξιοδοτούμενος οικοδόμος ολοκλήρωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Bauarbeiter beendete die Arbeit.	M	M	1	El trabajador de la construcción jubilado terminó el trabajo.	M	M	1	De gepensioneerde bouwvakker voltooide het werk.	N	M	0
The pleasant construction worker finished the work.	male base	female adj	Ο ευχάριστος οικοδόμος ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Bauarbeiter beendete die Arbeit.	M	M	1	El agradable trabajador de la construcción terminó el trabajo.	M	M	1	De vriendelijke bouwvakker voltooide het werk.	N	M	0
The affectionate construction worker finished the work.	male base	female adj	Ο στοργικός οικοδόμος τελείωσε τη δουλειά.	M	M	1	Der liebevolle Bauarbeiter beendete die Arbeit.	M	M	1	El cariñoso trabajador de la construcción terminó el trabajo.	M	M	1	De zorgzame bouwvakker maakte het werk af.	N	M	0
The gentle construction worker finished the work.	male base	female adj	Ο ευγενικός οικοδόμος ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Bauarbeiter beendete die Arbeit.	M	M	1	El obrero amable terminó el trabajo.	M	M	1	De zachtaardige bouwvakker voltooide het werk.	N	M	0
The shy construction worker finished the work.	male base	female adj	Ο ντροπαλός οικοδόμος τελείωσε τη δουλειά.	M	M	1	Der schüchterne Bauarbeiter beendete die Arbeit.	M	M	1	El tímido trabajador de la construcción terminó el trabajo.	M	M	1	De verlegen bouwvakker maakte het werk af.	N	M	0
The strong construction worker finished the work.	male base	male adj	Ο δυνατός οικοδόμος ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Bauarbeiter beendete die Arbeit.	M	M	1	El fuerte trabajador de la construcción terminó el trabajo.	M	M	1	De sterke bouwvakker voltooide het werk.	N	M	0
The serious construction worker finished the work.	male base	male adj	Ο σοβαρός οικοδόμος ολοκλήρωσε τη δουλειά.	M	M	1	Der ernste Bauarbeiter beendete die Arbeit.	M	M	1	El trabajador de la construcción serio terminó el trabajo.	M	M	1	De serieuze bouwvakker maakte het werk af.	N	M	0
The frank construction worker finished the work.	male base	male adj	Ο ειλικρινής οικοδόμος τελείωσε τη δουλειά.	M	M	1	Der ehrliche Bauarbeiter beendete die Arbeit.	M	M	1	El sincero trabajador de la construcción terminó el trabajo.	M	M	1	De eerlijke bouwvakker maakte het werk af.	N	M	0
The stable construction worker finished the work.	male base	male adj	Ο σταθερός οικοδόμος ολοκλήρωσε τη δουλειά.	M	M	1	Der stabile Bauarbeiter hat die Arbeit beendet.	M	M	1	El trabajador de la construcción estable terminó el trabajo.	M	M	1	De stabiele bouwvakker heeft het werk afgerond.	N	M	0
The independent construction worker finished the work.	male base	male adj	Ο ανεξάρτητος οικοδόμος ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Bauarbeiter hat die Arbeit beendet.	M	M	1	El trabajador de la construcción independiente terminó el trabajo.	M	M	1	De onafhankelijke bouwvakker heeft het werk afgerond.	N	M	0
The dull construction worker finished the work.	male base	neutral adj	Ο ανιαρός οικοδόμος τελείωσε τη δουλειά.	M	M	1	Der langweilige Bauarbeiter beendete die Arbeit.	M	M	1	El obrero aburrido terminó el trabajo.	M	M	1	De saaie bouwvakker maakte het werk af.	N	M	0
The artificial construction worker finished the work.	male base	neutral adj	Ο τεχνητός οικοδόμος ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Bauarbeiter hat die Arbeit beendet.	M	M	1	El obrero de construcción artificial terminó el trabajo.	M	M	1	De kunstmatige bouwvakker heeft het werk afgerond.	N	M	0
The intelligent construction worker finished the work.	male base	neutral adj	Ο έξυπνος οικοδόμος ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Bauarbeiter hat die Arbeit beendet.	M	M	1	El obrero de la construcción inteligente terminó el trabajo.	M	M	1	De intelligente bouwvakker voltooide het werk.	N	M	0
The assured construction worker finished the work.	male base	neutral adj	Ο βέβαιος οικοδόμος ολοκλήρωσε τη δουλειά.	M	M	1	Der zuversichtliche Bauarbeiter beendete die Arbeit.	M	M	1	El seguro trabajador de la construcción terminó el trabajo.	M	M	1	De zelfverzekerde bouwvakker voltooide het werk.	N	M	0
The clever construction worker finished the work.	male base	neutral adj	Ο έξυπνος οικοδόμος ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Bauarbeiter hat die Arbeit beendet.	M	M	1	El trabajador de la construcción inteligente terminó el trabajo.	M	M	1	De slimme bouwvakker voltooide het werk.	N	M	0
The retiring laborer finished the work.	male base	female adj	Ο αποσυρόμενος εργάτης ολοκλήρωσε τη δουλειά.	M	M	1	Der in den Ruhestand tretende Arbeiter hat die Arbeit beendet.	M	M	1	El obrero jubilado terminó el trabajo.	M	M	1	De gepensioneerde arbeider maakte het werk af.	N	M	0
The pleasant laborer finished the work.	male base	female adj	Ο ευχάριστος εργάτης ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Arbeiter beendete die Arbeit.	M	M	1	El trabajador amable terminó el trabajo.	M	M	1	De aangename arbeider voltooide het werk.	N	M	0
The affectionate laborer finished the work.	male base	female adj	Ο στοργικός εργάτης τελείωσε τη δουλειά.	M	M	1	Der liebevolle Arbeiter beendete die Arbeit.	M	M	1	El trabajador afectuoso terminó el trabajo.	M	M	1	De zorgzame arbeider voltooide het werk.	N	M	0
The gentle laborer finished the work.	male base	female adj	Ο ευγενικός εργάτης τελείωσε τη δουλειά.	M	M	1	Der sanfte Arbeiter beendete die Arbeit.	M	M	1	El trabajador amable terminó el trabajo.	M	M	1	De zachtaardige arbeider maakte het werk af.	N	M	0
The shy laborer finished the work.	male base	female adj	Ο ντροπαλός εργάτης ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Arbeiter beendete die Arbeit.	M	M	1	El trabajador tímido terminó el trabajo.	M	M	1	De verlegen arbeider voltooide het werk.	N	M	0
The strong laborer finished the work.	male base	male adj	Ο δυνατός εργάτης ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Arbeiter beendete die Arbeit.	M	M	1	El trabajador fuerte terminó el trabajo.	M	M	1	De sterke arbeider maakte het werk af.	N	M	0
The serious laborer finished the work.	male base	male adj	Ο σοβαρός εργάτης ολοκλήρωσε τη δουλειά.	M	M	1	Der ernste Arbeiter beendete die Arbeit.	M	M	1	El trabajador serio terminó el trabajo.	M	M	1	De serieuze arbeider voltooide het werk.	N	M	0
The frank laborer finished the work.	male base	male adj	Ο ειλικρινής εργάτης ολοκλήρωσε τη δουλειά.	M	M	1	Der ehrliche Arbeiter beendete die Arbeit.	M	M	1	El obrero franco terminó el trabajo.	M	M	1	De eerlijke arbeider voltooide het werk.	N	M	0
The stable laborer finished the work.	male base	male adj	O εργάτης του στάβλου τελείωσε τη δουλειά.	error [incorrect]	M	0	Der Stallarbeiter beendete die Arbeit.	error [incorrect]	M	0	El trabajador de establo terminó el trabajo.	error [incorrect]	M	0	De stalwerker heeft het werk afgemaakt.	error [incorrect]	M	0
The independent laborer finished the work.	male base	male adj	Ο ανεξάρτητος εργάτης ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Arbeiter hat die Arbeit beendet.	M	M	1	El trabajador independiente terminó el trabajo.	M	M	1	De onafhankelijke arbeider voltooide het werk.	N	M	0
The dull laborer finished the work.	male base	neutral adj	Ο ανιαρός εργάτης τελείωσε τη δουλειά.	M	M	1	Der langweilige Arbeiter beendete die Arbeit.	M	M	1	El obrero aburrido terminó el trabajo.	M	M	1	De saaie arbeider voltooide het werk.	N	M	0
The artificial laborer finished the work.	male base	neutral adj	Ο τεχνητός εργάτης τελείωσε τη δουλειά.	M	M	1	Der künstliche Arbeiter hat die Arbeit beendet.	M	M	1	El trabajador artificial terminó el trabajo.	M	M	1	De kunstmatige arbeider voltooide het werk.	N	M	0
The intelligent laborer finished the work.	male base	neutral adj	Ο έξυπνος εργάτης ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Arbeiter hat die Arbeit beendet.	M	M	1	El obrero inteligente terminó el trabajo.	M	M	1	De intelligente arbeider voltooide het werk.	N	M	0
The assured laborer finished the work.	male base	neutral adj	Ο ασφαλής εργάτης ολοκλήρωσε το έργο.	M	M	1	Der zuversichtliche Arbeiter beendete die Arbeit.	M	M	1	El obrero seguro terminó el trabajo.	M	M	1	De zekere arbeider voltooide het werk.	N	M	0
The clever laborer finished the work.	male base	neutral adj	Ο έξυπνος εργάτης ολοκλήρωσε τη δουλειά.	M	M	1	Der clevere Arbeiter beendete die Arbeit.	M	M	1	El obrero astuto terminó el trabajo.	M	M	1	De slimme arbeider voltooide het werk.	N	M	0
The retiring mechanic finished the work.	male base	female adj	Ο συνταξιοδοτούμενος μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Mechaniker hat die Arbeit beendet.	M	M	1	El mecánico que se retira terminó el trabajo.	M	M	1	De gepensioneerde monteur voltooide het werk.	N	M	0
The pleasant mechanic finished the work.	male base	female adj	Ο ευχάριστος μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Mechaniker hat die Arbeit beendet.	M	M	1	El amable mecánico terminó el trabajo.	M	M	1	De vriendelijke monteur heeft het werk afgemaakt.	N	M	0
The affectionate mechanic finished the work.	male base	female adj	Ο στοργικός μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Mechaniker beendete die Arbeit.	M	M	1	El mecánico afectuoso terminó el trabajo.	M	M	1	De zorgzame monteur maakte het werk af.	N	M	0
The gentle mechanic finished the work.	male base	female adj	Ο ευγενικός μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Mechaniker beendete die Arbeit.	M	M	1	El amable mecánico terminó el trabajo.	M	M	1	De vriendelijke monteur heeft het werk afgemaakt.	N	M	0
The shy mechanic finished the work.	male base	female adj	Ο ντροπαλός μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Mechaniker beendete die Arbeit.	M	M	1	El mecánico tímido terminó el trabajo.	M	M	1	De verlegen monteur maakte het werk af.	N	M	0
The strong mechanic finished the work.	male base	male adj	Ο δυνατός μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Mechaniker beendete die Arbeit.	M	M	1	El fuerte mecánico terminó el trabajo.	M	M	1	De sterke monteur heeft het werk afgemaakt.	N	M	0
The serious mechanic finished the work.	male base	male adj	Ο σοβαρός μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der ernsthafte Mechaniker beendete die Arbeit.	M	M	1	El mecánico serio terminó el trabajo.	M	M	1	De serieuze monteur maakte het werk af.	N	M	0
The frank mechanic finished the work.	male base	male adj	Ο ειλικρινής μηχανικός τελείωσε τη δουλειά.	M	M	1	Der aufrichtige Mechaniker hat die Arbeit beendet.	M	M	1	El mecánico franco terminó el trabajo.	M	M	1	De eerlijke monteur heeft het werk afgemaakt.	N	M	0
The stable mechanic finished the work.	male base	male adj	Ο μηχανικός του στάβλου τελείωσε τη δουλειά.	error [incorrect]	M	0	Der Mechaniker im Stall hat die Arbeit beendet.	error [incorrect]	M	0	El mecánico de establos terminó el trabajo.	error [incorrect]	M	0	De monteur van de stal voltooide het werk.	error [incorrect]	M	0
The independent mechanic finished the work.	male base	male adj	Ο ανεξάρτητος μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Mechaniker hat die Arbeit beendet.	M	M	1	El mecánico independiente terminó el trabajo.	M	M	1	De onafhankelijke monteur heeft het werk afgerond.	N	M	0
The dull mechanic finished the work.	male base	neutral adj	Ο ανιαρός μηχανικός τελείωσε τη δουλειά.	M	M	1	Der langweilige Mechaniker beendete die Arbeit.	M	M	1	El mecánico aburrido terminó el trabajo.	M	M	1	De saaie monteur maakte het werk af.	N	M	0
The artificial mechanic finished the work.	male base	neutral adj	Ο τεχνητός μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Mechaniker hat die Arbeit beendet.	M	M	1	El mecánico artificial terminó el trabajo.	M	M	1	De kunstmatige monteur maakte het werk af.	N	M	0
The intelligent mechanic finished the work.	male base	neutral adj	Ο έξυπνος μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Mechaniker beendete die Arbeit.	M	M	1	El mecánico inteligente terminó el trabajo.	M	M	1	De intelligente monteur heeft het werk voltooid.	N	M	0
The assured mechanic finished the work.	male base	neutral adj	Ο βέβαιος μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der selbstsichere Mechaniker beendete die Arbeit.	M	M	1	El mecánico seguro terminó el trabajo.	M	M	1	De zelfverzekerde monteur voltooide het werk.	N	M	0
The clever mechanic finished the work.	male base	neutral adj	Ο έξυπνος μηχανικός τελείωσε τη δουλειά.	M	M	1	Der schlaue Mechaniker hat die Arbeit beendet.	M	M	1	El ingenioso mecánico terminó el trabajo.	M	M	1	De slimme monteur heeft het werk afgemaakt.	N	M	0
The retiring driver finished the work.	male base	female adj	Ο συνταξιοδοτούμενος οδηγός ολοκλήρωσε την εργασία.	M	M	1	Der ausscheidende Fahrer beendete die Arbeit.	M	M	1	El conductor que se jubila terminó el trabajo.	M	M	1	De met pensioen gaande chauffeur voltooide het werk.	N	M	0
The pleasant driver finished the work.	male base	female adj	Ο ευχάριστος οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Fahrer beendete die Arbeit.	M	M	1	El amable conductor terminó el trabajo.	M	M	1	De vriendelijke chauffeur maakte het werk af.	N	M	0
The affectionate driver finished the work.	male base	female adj	Ο στοργικός οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Fahrer beendete die Arbeit.	M	M	1	El conductor cariñoso terminó el trabajo.	M	M	1	De zorgzame chauffeur maakte het werk af.	N	M	0
The gentle driver finished the work.	male base	female adj	Ο ευγενικός οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Fahrer beendete die Arbeit.	M	M	1	El conductor amable terminó el trabajo.	M	M	1	De vriendelijke chauffeur maakte het werk af.	N	M	0
The shy driver finished the work.	male base	female adj	Ο ντροπαλός οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Fahrer beendete die Arbeit.	M	M	1	El conductor tímido terminó el trabajo.	M	M	1	De verlegen chauffeur maakte het werk af.	N	M	0
The strong driver finished the work.	male base	male adj	Ο δυνατός οδηγός τελείωσε τη δουλειά.	M	M	1	Der starke Fahrer beendete die Arbeit.	M	M	1	El conductor fuerte terminó el trabajo.	M	M	1	De sterke chauffeur maakte het werk af.	N	M	0
The serious driver finished the work.	male base	male adj	Ο σοβαρός οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der ernsthafte Fahrer beendete die Arbeit.	M	M	1	El conductor serio terminó el trabajo.	M	M	1	De serieuze bestuurder maakte het werk af.	N	M	0
The frank driver finished the work.	male base	male adj	Ο ειλικρινής οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der freimütige Fahrer beendete die Arbeit.	M	M	1	El conductor franco terminó el trabajo.	M	M	1	De eerlijke chauffeur heeft het werk afgemaakt.	N	M	0
The stable driver finished the work.	male base	male adj	Ο σταθερός οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der Stallarbeiter beendete die Arbeit.	error [incorrect]	M	0	El conductor estable terminó el trabajo.	M	M	1	De stalhouder heeft het werk afgemaakt.	error [incorrect]	M	0
The independent driver finished the work.	male base	male adj	Ο ανεξάρτητος οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Fahrer beendete die Arbeit.	M	M	1	El conductor independiente terminó el trabajo.	M	M	1	De onafhankelijke chauffeur heeft het werk voltooid.	N	M	0
The dull driver finished the work.	male base	neutral adj	Ο βαρετός οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der langweilige Fahrer beendete die Arbeit.	M	M	1	El conductor aburrido terminó el trabajo.	M	M	1	De saaie chauffeur maakte het werk af.	N	M	0
The artificial driver finished the work.	male base	neutral adj	Ο τεχνητός οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Fahrer beendete die Arbeit.	M	M	1	El conductor artificial terminó el trabajo.	M	M	1	De kunstmatige bestuurder heeft het werk voltooid.	N	M	0
The intelligent driver finished the work.	male base	neutral adj	Ο έξυπνος οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Fahrer beendete die Arbeit.	M	M	1	El conductor inteligente terminó el trabajo.	M	M	1	De intelligente chauffeur maakte het werk af.	N	M	0
The assured driver finished the work.	male base	neutral adj	Ο σίγουρος οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der selbstsichere Fahrer beendete die Arbeit.	M	M	1	El conductor seguro terminó el trabajo.	M	M	1	De zelfverzekerde bestuurder maakte het werk af.	N	M	0
The clever driver finished the work.	male base	neutral adj	Ο έξυπνος οδηγός ολοκλήρωσε τη δουλειά.	M	M	1	Der schlaue Fahrer beendete die Arbeit.	M	M	1	El conductor inteligente terminó el trabajo.	M	M	1	De slimme chauffeur maakte het werk af.	N	M	0
The retiring machinist finished the work.	male base	female adj	Ο συνταξιοδοτούμενος μηχανουργός ολοκλήρωσε τη δουλειά.	M	M	1	Der in den Ruhestand gehende Maschinist hat die Arbeit beendet.	M	M	1	El maquinista jubilado terminó el trabajo.	M	M	1	De gepensioneerde machinist heeft het werk afgerond.	N	M	0
The pleasant machinist finished the work.	male base	female adj	Ο ευχάριστος μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der freundliche Maschinist beendete die Arbeit.	M	M	1	El maquinista agradable terminó el trabajo.	M	M	1	De vriendelijke machinist voltooide het werk.	N	M	0
The affectionate machinist finished the work.	male base	female adj	Ο στοργικός μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der liebevolle Maschinist beendete die Arbeit.	M	M	1	El cariñoso maquinista terminó el trabajo.	M	M	1	De zorgzame machinist voltooide het werk.	N	M	0
The gentle machinist finished the work.	male base	female adj	Ο ευγενικός μηχανουργός ολοκλήρωσε τη δουλειά.	M	M	1	Der sanfte Maschinist beendete die Arbeit.	M	M	1	El amable maquinista terminó el trabajo.	M	M	1	De vriendelijke machinist maakte het werk af.	N	M	0
The shy machinist finished the work.	male base	female adj	Ο ντροπαλός μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der schüchterne Maschinist beendete die Arbeit.	M	M	1	El maquinista tímido terminó el trabajo.	M	M	1	De verlegen machinist voltooide het werk.	N	M	0
The strong machinist finished the work.	male base	male adj	Ο δυνατός μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der starke Maschinist beendete die Arbeit.	M	M	1	El fuerte maquinista terminó el trabajo.	M	M	1	De sterke machinist maakte het werk af.	N	M	0
The serious machinist finished the work.	male base	male adj	Ο σοβαρός μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der ernste Maschinist beendete die Arbeit.	M	M	1	El maquinista serio terminó el trabajo.	M	M	1	De serieuze machinist voltooide het werk.	N	M	0
The frank machinist finished the work.	male base	male adj	Ο ειλικρινής μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der ehrliche Maschinist beendete die Arbeit.	M	M	1	El sincero maquinista terminó el trabajo.	M	M	1	De eerlijke machinist voltooide het werk.	N	M	0
The stable machinist finished the work.	male base	male adj	Ο σταθερός μηχανοτεχνίτης ολοκλήρωσε τη δουλειά.	M	M	1	Der stabile Maschinist beendete die Arbeit.	M	M	1	El maquinista estable terminó el trabajo.	M	M	1	De stabiele machinist voltooide het werk.	N	M	0
The independent machinist finished the work.	male base	male adj	Ο ανεξάρτητος μηχανουργός ολοκλήρωσε τη δουλειά.	M	M	1	Der unabhängige Maschinist hat die Arbeit beendet.	M	M	1	El maquinista independiente terminó el trabajo.	M	M	1	De onafhankelijke machinist voltooide het werk.	N	M	0
The dull machinist finished the work.	male base	neutral adj	Ο άτονος μηχανουργός ολοκλήρωσε τη δουλειά.	M	M	1	Der langweilige Maschinist beendete die Arbeit.	M	M	1	El aburrido maquinista terminó el trabajo.	M	M	1	De saaie machinist voltooide het werk.	N	M	0
The artificial machinist finished the work.	male base	neutral adj	Η τεχνητή μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der künstliche Maschinist beendete die Arbeit.	M	M	1	El maquinista artificial terminó el trabajo.	M	M	1	De kunstmatige machinist voltooide het werk.	N	M	0
The intelligent machinist finished the work.	male base	neutral adj	Ο έξυπνος μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der intelligente Maschinist beendete die Arbeit.	M	M	1	El maquinista inteligente terminó el trabajo.	M	M	1	De intelligente machinist maakte het werk af.	N	M	0
The assured machinist finished the work.	male base	neutral adj	Ο βέβαιος μηχανικός ολοκλήρωσε τη δουλειά.	M	M	1	Der zuversichtliche Maschinist beendete die Arbeit.	M	M	1	El maquinista seguro terminó el trabajo.	M	M	1	De zelfverzekerde machinist maakte het werk af.	N	M	0
